vertices. Vertex order,x,y
0,.0402,.5238
1,.1743,.5079
2,.2922,.5079
3,.4263,.5079
4,.5603,.4921
5,.6997,.5079
6,.8204,.4921
7,.9598,.4762
edges. Ei,Ej
0,1
1,2
2,3
3,4
4,5
5,6
6,7
graceful labels. l0,l1,...,ln
0,7,1,6,2,5,3,4,
7,0,6,1,5,2,4,3,
6,0,7,2,3,1,5,2,
6,0,7,2,3,5,1,4,
3,0,7,1,6,2,4,5,
1,7,0,5,4,2,6,3,
1,7,0,5,4,6,2,5,
4,7,0,6,1,5,3,2,
1,6,0,7,3,4,2,5,
2,6,0,7,2,3,1,4,
3,6,0,7,2,4,5,1,
2,5,0,7,1,5,4,6,
2,5,0,7,1,5,6,4,
2,5,0,7,1,3,2,6,
6,1,7,0,4,3,5,2,
5,1,7,0,5,4,6,3,
4,1,7,0,5,3,2,6,
5,2,7,0,6,2,1,3,
5,2,7,0,6,2,3,1,
5,2,7,0,6,4,5,1,
5,1,6,0,7,4,2,3,
5,2,6,0,7,2,1,3,
5,2,6,0,7,2,3,1,
4,6,5,0,7,1,5,2,
6,4,5,0,7,1,5,2,
4,5,3,0,7,1,6,2,
2,6,1,7,0,3,5,4,
2,5,1,7,0,5,4,6,
2,5,1,7,0,5,6,4,
1,3,2,7,0,6,2,5,
3,1,2,7,0,6,2,5,
3,2,4,7,0,6,1,5,
1,5,4,6,0,7,2,5,
1,3,2,6,0,7,2,5,
3,1,2,6,0,7,2,5,
6,2,3,5,0,7,1,4,
3,6,4,5,0,7,1,5,
2,5,3,4,0,7,1,6,
6,2,3,1,7,0,5,2,
4,6,5,1,7,0,5,2,
6,4,5,1,7,0,5,2,
1,5,4,2,7,0,6,3,
4,1,3,2,7,0,6,2,
5,2,4,3,7,0,6,1,
2,3,5,1,6,0,7,4,
5,2,6,4,5,0,7,1,
3,6,2,4,5,0,7,1,
5,4,2,6,1,7,0,3,
4,1,5,3,2,7,0,6,
2,5,1,3,2,7,0,6,
3,4,2,5,1,6,0,7,
4,3,5,2,6,1,7,0,
end
