vertices. Vertex order,x,y
0,.0432,.5286
1,.2072,.5571
2,.3554,.5714
3,.5108,.5571
4,.6532,.5714
5,.7971,.5143
6,.9568,.4286
edges. Ei,Ej
0,1
1,2
2,3
3,4
4,5
5,6
graceful labels. l0,l1,...,ln
0,6,1,5,2,4,3,
6,0,5,1,4,2,3,
5,0,6,2,3,1,4,
4,0,6,1,2,5,3,
4,0,6,1,3,2,5,
3,0,6,1,5,4,2,
1,6,0,4,3,5,2,
2,6,0,5,4,1,3,
2,6,0,5,3,4,1,
3,6,0,5,1,2,4,
1,5,0,6,3,2,4,
1,5,0,6,3,4,2,
2,5,0,6,2,1,3,
2,5,0,6,2,3,1,
3,5,0,6,2,1,4,
5,1,6,0,3,2,4,
5,1,6,0,3,4,2,
4,1,6,0,4,3,5,
4,1,6,0,4,5,3,
3,1,6,0,4,5,2,
2,5,4,0,6,1,3,
3,5,4,0,6,1,4,
5,3,4,0,6,1,4,
2,4,3,0,6,1,5,
4,2,3,0,6,1,5,
4,1,2,6,0,5,3,
1,3,2,6,0,5,2,
3,1,2,6,0,5,2,
2,4,3,6,0,5,1,
4,2,3,6,0,5,1,
4,2,1,5,0,6,3,
1,4,3,5,0,6,2,
3,1,4,5,0,6,2,
2,5,3,4,0,6,1,
2,4,5,1,6,0,3,
5,2,3,1,6,0,4,
3,5,2,1,6,0,4,
4,1,3,2,6,0,5,
3,2,4,1,5,0,6,
3,4,2,5,1,6,0,
end
