vertices. Vertex order,x,y
0,.0716,.8266
1,.2864,.5645
2,.0671,.246
3,.566,.5645
4,.7651,.3226
5,.9329,.121
6,.7785,.879
edges. Ei,Ej
0,1
1,2
1,3
3,4
3,6
4,5
graceful labels. l0,l1,...,ln
0,6,1,2,4,3,5,
0,6,2,1,4,5,3,
0,6,3,1,2,4,5,
6,0,5,4,2,3,1,
6,0,4,5,2,1,3,
6,0,3,5,4,2,1,
5,0,6,4,2,3,1,
4,0,6,5,2,1,3,
3,0,6,5,4,2,1,
1,6,0,2,4,3,5,
2,6,0,1,4,5,3,
3,6,0,1,2,4,5,
5,0,3,6,2,1,4,
5,0,1,6,2,4,3,
3,0,5,6,2,1,4,
1,0,5,6,2,4,3,
1,6,3,0,4,5,2,
1,6,5,0,4,2,3,
3,6,1,0,4,5,2,
5,6,1,0,4,2,3,
1,5,4,0,6,3,2,
4,5,1,0,6,3,2,
2,4,5,0,6,1,3,
5,4,2,0,6,1,3,
5,3,2,0,6,1,4,
2,3,5,0,6,1,4,
4,1,3,0,6,2,5,
3,1,4,0,6,2,5,
1,3,4,0,6,2,5,
4,3,1,0,6,2,5,
5,1,2,6,0,3,4,
2,1,5,6,0,3,4,
4,2,1,6,0,5,3,
1,2,4,6,0,5,3,
1,3,4,6,0,5,2,
4,3,1,6,0,5,2,
2,5,3,6,0,4,1,
3,5,2,6,0,4,1,
5,3,2,6,0,4,1,
2,3,5,6,0,4,1,
4,1,2,5,0,6,3,
2,1,4,5,0,6,3,
4,2,3,5,0,6,1,
3,2,4,5,0,6,1,
2,5,4,1,6,0,3,
4,5,2,1,6,0,3,
2,4,3,1,6,0,5,
3,4,2,1,6,0,5,
end
