vertices. Vertex order,x,y
0,.2813,.5397
1,.1051,.8745
2,.0852,.1506
3,.4006,.1255
4,.6506,.5314
5,.9148,.1967
6,.8977,.8619
edges. Ei,Ej
0,1
0,2
0,3
0,4
4,5
4,6
graceful labels. l0,l1,...,ln
0,6,5,4,3,1,2,
0,6,5,4,3,2,1,
0,6,5,2,4,1,3,
0,6,5,2,4,3,1,
0,6,4,5,3,1,2,
0,6,4,5,3,2,1,
0,6,2,5,4,1,3,
0,6,2,5,4,3,1,
0,6,4,1,5,2,3,
0,6,4,1,5,3,2,
0,6,1,4,5,2,3,
0,6,1,4,5,3,2,
0,6,3,2,5,1,4,
0,6,2,3,5,1,4,
0,6,3,2,5,4,1,
0,6,2,3,5,4,1,
6,0,1,2,3,5,4,
6,0,1,2,3,4,5,
6,0,1,4,2,5,3,
6,0,1,4,2,3,5,
6,0,2,1,3,5,4,
6,0,2,1,3,4,5,
6,0,4,1,2,5,3,
6,0,4,1,2,3,5,
6,0,2,5,1,4,3,
6,0,2,5,1,3,4,
6,0,5,2,1,4,3,
6,0,5,2,1,3,4,
6,0,3,4,1,5,2,
6,0,4,3,1,5,2,
6,0,3,4,1,2,5,
6,0,4,3,1,2,5,
0,5,6,4,3,1,2,
0,5,6,4,3,2,1,
0,5,6,2,4,1,3,
0,5,6,2,4,3,1,
0,4,6,5,3,1,2,
0,4,6,5,3,2,1,
0,2,6,5,4,1,3,
0,2,6,5,4,3,1,
0,4,6,1,5,2,3,
0,4,6,1,5,3,2,
0,1,6,4,5,2,3,
0,1,6,4,5,3,2,
0,3,6,2,5,1,4,
0,2,6,3,5,1,4,
0,3,6,2,5,4,1,
0,2,6,3,5,4,1,
6,1,0,2,3,5,4,
6,1,0,2,3,4,5,
6,1,0,4,2,5,3,
6,1,0,4,2,3,5,
6,2,0,1,3,5,4,
6,2,0,1,3,4,5,
6,4,0,1,2,5,3,
6,4,0,1,2,3,5,
6,2,0,5,1,4,3,
6,2,0,5,1,3,4,
6,5,0,2,1,4,3,
6,5,0,2,1,3,4,
6,3,0,4,1,5,2,
6,4,0,3,1,5,2,
6,3,0,4,1,2,5,
6,4,0,3,1,2,5,
0,5,4,6,3,1,2,
0,5,4,6,3,2,1,
0,5,2,6,4,1,3,
0,5,2,6,4,3,1,
0,4,5,6,3,1,2,
0,4,5,6,3,2,1,
0,2,5,6,4,1,3,
0,2,5,6,4,3,1,
0,4,1,6,5,2,3,
0,4,1,6,5,3,2,
0,1,4,6,5,2,3,
0,1,4,6,5,3,2,
0,3,2,6,5,1,4,
0,2,3,6,5,1,4,
0,3,2,6,5,4,1,
0,2,3,6,5,4,1,
6,1,2,0,3,5,4,
6,1,2,0,3,4,5,
6,1,4,0,2,5,3,
6,1,4,0,2,3,5,
6,2,1,0,3,5,4,
6,2,1,0,3,4,5,
6,4,1,0,2,5,3,
6,4,1,0,2,3,5,
6,2,5,0,1,4,3,
6,2,5,0,1,3,4,
6,5,2,0,1,4,3,
6,5,2,0,1,3,4,
6,3,4,0,1,5,2,
6,4,3,0,1,5,2,
6,3,4,0,1,2,5,
6,4,3,0,1,2,5,
0,5,3,1,6,2,4,
0,5,1,3,6,2,4,
0,5,3,1,6,4,2,
0,5,1,3,6,4,2,
0,3,5,1,6,2,4,
0,1,5,3,6,2,4,
0,3,5,1,6,4,2,
0,1,5,3,6,4,2,
0,3,1,5,6,2,4,
0,1,3,5,6,2,4,
0,3,1,5,6,4,2,
0,1,3,5,6,4,2,
0,4,3,2,6,1,5,
0,4,2,3,6,1,5,
0,3,4,2,6,1,5,
0,2,4,3,6,1,5,
0,3,2,4,6,1,5,
0,2,3,4,6,1,5,
0,4,3,2,6,5,1,
0,4,2,3,6,5,1,
0,3,4,2,6,5,1,
0,2,4,3,6,5,1,
0,3,2,4,6,5,1,
0,2,3,4,6,5,1,
6,1,3,5,0,4,2,
6,1,5,3,0,4,2,
6,1,3,5,0,2,4,
6,1,5,3,0,2,4,
6,3,1,5,0,4,2,
6,5,1,3,0,4,2,
6,3,1,5,0,2,4,
6,5,1,3,0,2,4,
6,3,5,1,0,4,2,
6,5,3,1,0,4,2,
6,3,5,1,0,2,4,
6,5,3,1,0,2,4,
6,2,3,4,0,5,1,
6,2,4,3,0,5,1,
6,3,2,4,0,5,1,
6,4,2,3,0,5,1,
6,3,4,2,0,5,1,
6,4,3,2,0,5,1,
6,2,3,4,0,1,5,
6,2,4,3,0,1,5,
6,3,2,4,0,1,5,
6,4,2,3,0,1,5,
6,3,4,2,0,1,5,
6,4,3,2,0,1,5,
4,1,2,3,0,6,5,
4,1,3,2,0,6,5,
4,2,1,3,0,6,5,
4,3,1,2,0,6,5,
4,2,3,1,0,6,5,
4,3,2,1,0,6,5,
2,5,4,3,6,0,1,
2,5,3,4,6,0,1,
2,4,5,3,6,0,1,
2,3,5,4,6,0,1,
2,4,3,5,6,0,1,
2,3,4,5,6,0,1,
4,1,2,3,0,5,6,
4,1,3,2,0,5,6,
4,2,1,3,0,5,6,
4,3,1,2,0,5,6,
4,2,3,1,0,5,6,
4,3,2,1,0,5,6,
2,5,4,3,6,1,0,
2,5,3,4,6,1,0,
2,4,5,3,6,1,0,
2,3,5,4,6,1,0,
2,4,3,5,6,1,0,
2,3,4,5,6,1,0,
end
