vertices. Vertex order,x,y
0,.0548,.7336
1,.2797,.5
2,.064,.3033
3,.5046,.5
4,.7239,.5041
5,.7239,.123
6,.7258,.877
7,.9452,.5041
edges. Ei,Ej
0,1
1,2
1,3
3,4
4,5
4,6
4,7
graceful labels. l0,l1,...,ln
0,7,1,2,6,3,4,5,
0,7,1,2,6,3,5,4,
0,7,1,2,6,4,3,5,
0,7,1,2,6,5,3,4,
0,7,1,2,6,4,5,3,
0,7,1,2,6,5,4,3,
7,0,6,5,1,4,3,2,
7,0,6,5,1,4,2,3,
7,0,6,5,1,3,4,2,
7,0,6,5,1,2,4,3,
7,0,6,5,1,3,2,4,
7,0,6,5,1,2,3,4,
6,0,7,5,1,4,3,2,
6,0,7,5,1,4,2,3,
6,0,7,5,1,3,4,2,
6,0,7,5,1,2,4,3,
6,0,7,5,1,3,2,4,
6,0,7,5,1,2,3,4,
1,7,0,2,6,3,4,5,
1,7,0,2,6,3,5,4,
1,7,0,2,6,4,3,5,
1,7,0,2,6,5,3,4,
1,7,0,2,6,4,5,3,
1,7,0,2,6,5,4,3,
4,2,1,6,0,7,5,3,
1,2,4,6,0,7,5,3,
1,3,2,6,0,7,5,4,
2,3,1,6,0,7,5,4,
4,2,1,6,0,7,3,5,
1,2,4,6,0,7,3,5,
1,3,2,6,0,7,4,5,
2,3,1,6,0,7,4,5,
3,1,2,4,0,7,6,5,
2,1,3,4,0,7,6,5,
3,1,2,4,0,7,5,6,
2,1,3,4,0,7,5,6,
3,5,6,1,7,0,2,4,
6,5,3,1,7,0,2,4,
6,4,5,1,7,0,2,3,
5,4,6,1,7,0,2,3,
3,5,6,1,7,0,4,2,
6,5,3,1,7,0,4,2,
6,4,5,1,7,0,3,2,
5,4,6,1,7,0,3,2,
4,6,5,3,7,0,1,2,
5,6,4,3,7,0,1,2,
4,6,5,3,7,0,2,1,
5,6,4,3,7,0,2,1,
4,2,1,6,0,5,7,3,
1,2,4,6,0,5,7,3,
1,3,2,6,0,5,7,4,
2,3,1,6,0,5,7,4,
4,2,1,6,0,3,7,5,
1,2,4,6,0,3,7,5,
1,3,2,6,0,4,7,5,
2,3,1,6,0,4,7,5,
3,1,2,4,0,6,7,5,
2,1,3,4,0,6,7,5,
3,1,2,4,0,5,7,6,
2,1,3,4,0,5,7,6,
3,5,6,1,7,2,0,4,
6,5,3,1,7,2,0,4,
6,4,5,1,7,2,0,3,
5,4,6,1,7,2,0,3,
3,5,6,1,7,4,0,2,
6,5,3,1,7,4,0,2,
6,4,5,1,7,3,0,2,
5,4,6,1,7,3,0,2,
4,6,5,3,7,1,0,2,
5,6,4,3,7,1,0,2,
4,6,5,3,7,2,0,1,
5,6,4,3,7,2,0,1,
4,2,1,6,0,5,3,7,
1,2,4,6,0,5,3,7,
1,3,2,6,0,5,4,7,
2,3,1,6,0,5,4,7,
4,2,1,6,0,3,5,7,
1,2,4,6,0,3,5,7,
1,3,2,6,0,4,5,7,
2,3,1,6,0,4,5,7,
3,1,2,4,0,6,5,7,
2,1,3,4,0,6,5,7,
3,1,2,4,0,5,6,7,
2,1,3,4,0,5,6,7,
3,5,6,1,7,2,4,0,
6,5,3,1,7,2,4,0,
6,4,5,1,7,2,3,0,
5,4,6,1,7,2,3,0,
3,5,6,1,7,4,2,0,
6,5,3,1,7,4,2,0,
6,4,5,1,7,3,2,0,
5,4,6,1,7,3,2,0,
4,6,5,3,7,1,2,0,
5,6,4,3,7,1,2,0,
4,6,5,3,7,2,1,0,
5,6,4,3,7,2,1,0,
end
