vertices. Vertex order,x,y
0,.0461,.5594
1,.2197,.5594
2,.3871,.5594
3,.5515,.5545
4,.7097,.5495
5,.831,.3614
6,.9539,.1485
7,.8264,.8515
edges. Ei,Ej
0,1
1,2
2,3
3,4
4,5
4,7
5,6
graceful labels. l0,l1,...,ln
0,7,1,6,2,4,3,5,
7,0,6,1,5,3,4,2,
6,0,7,2,1,5,3,4,
5,0,7,1,2,6,3,4,
3,0,7,1,6,2,4,5,
3,0,7,1,6,4,5,2,
1,7,0,5,6,2,4,3,
2,7,0,6,5,1,4,3,
4,7,0,6,1,5,3,2,
4,7,0,6,1,3,2,5,
3,6,0,7,2,1,5,4,
3,5,0,7,1,2,6,4,
2,3,0,7,1,6,4,5,
4,1,7,0,5,6,2,3,
4,2,7,0,6,5,1,3,
5,4,7,0,6,1,3,2,
4,1,6,0,7,3,2,5,
2,1,6,0,7,3,5,4,
3,5,6,0,7,2,6,4,
2,6,5,0,7,1,3,4,
3,5,4,0,7,1,6,4,
5,3,4,0,7,1,6,4,
3,5,4,0,7,1,4,2,
5,3,4,0,7,1,4,2,
6,4,3,0,7,1,5,2,
2,4,5,0,7,3,6,1,
4,5,3,0,7,2,6,1,
3,6,1,7,0,4,5,2,
5,6,1,7,0,4,2,3,
4,2,1,7,0,5,1,3,
5,1,2,7,0,6,4,3,
2,4,3,7,0,6,1,3,
4,2,3,7,0,6,1,3,
2,4,3,7,0,6,3,5,
4,2,3,7,0,6,3,5,
1,3,4,7,0,6,2,5,
5,3,2,7,0,4,1,6,
3,2,4,7,0,5,1,6,
5,4,1,6,0,7,3,2,
1,5,4,6,0,7,2,3,
1,3,2,6,0,7,4,5,
3,1,2,6,0,7,4,5,
2,6,4,5,0,7,1,3,
6,2,4,5,0,7,1,3,
4,2,6,5,0,7,1,3,
2,6,4,3,0,7,1,5,
6,2,4,3,0,7,1,5,
4,6,2,3,0,7,1,5,
6,3,2,4,0,7,1,5,
2,3,1,5,0,7,4,6,
2,3,6,1,7,0,4,5,
6,2,3,1,7,0,5,4,
4,6,5,1,7,0,3,2,
6,4,5,1,7,0,3,2,
1,5,3,2,7,0,6,4,
5,1,3,2,7,0,6,4,
3,5,1,2,7,0,6,4,
1,5,3,4,7,0,6,2,
5,1,3,4,7,0,6,2,
3,1,5,4,7,0,6,2,
1,4,5,3,7,0,6,2,
5,4,6,2,7,0,3,1,
3,2,5,1,6,0,7,4,
2,4,5,1,6,0,7,3,
3,5,4,1,6,0,7,2,
5,3,4,1,6,0,7,2,
4,3,5,2,6,0,7,1,
4,5,2,6,1,7,0,3,
5,3,2,6,1,7,0,4,
2,4,3,6,1,7,0,5,
4,2,3,6,1,7,0,5,
3,4,2,5,1,7,0,6,
4,1,2,6,0,5,3,7,
1,3,2,6,0,5,2,7,
3,1,2,6,0,5,2,7,
2,4,3,6,0,5,1,7,
4,2,3,6,0,5,1,7,
4,2,1,5,0,6,3,7,
1,4,3,5,0,6,2,7,
3,1,4,5,0,6,2,7,
2,5,3,4,0,6,1,7,
3,6,5,1,7,2,4,0,
4,6,5,1,7,2,5,0,
6,4,5,1,7,2,5,0,
3,5,4,1,7,2,6,0,
5,3,4,1,7,2,6,0,
3,5,6,2,7,1,4,0,
6,3,4,2,7,1,5,0,
4,6,3,2,7,1,5,0,
5,2,4,3,7,1,6,0,
end
