vertices. Vertex order,x,y
0,.0528,.5088
1,.2394,.5177
2,.4525,.5088
3,.6408,.5044
4,.8204,.5088
5,.9437,.8673
6,.9472,.1327
edges. Ei,Ej
0,1
1,2
2,3
3,4
4,5
4,6
graceful labels. l0,l1,...,ln
0,6,1,5,2,4,3,
0,6,1,5,2,3,4,
6,0,5,1,4,2,3,
6,0,5,1,4,3,2,
5,0,6,2,1,4,3,
5,0,6,2,1,3,4,
1,6,0,4,5,2,3,
1,6,0,4,5,3,2,
3,2,0,6,1,5,4,
3,2,0,6,1,4,5,
3,4,6,0,5,1,2,
3,4,6,0,5,2,1,
2,1,5,0,6,3,4,
2,1,5,0,6,4,3,
4,5,3,0,6,1,2,
4,5,3,0,6,2,1,
4,5,1,6,0,3,2,
4,5,1,6,0,2,3,
2,1,3,6,0,5,4,
2,1,3,6,0,4,5,
3,4,1,5,0,6,2,
4,2,1,5,0,6,3,
1,3,2,5,0,6,4,
3,1,2,5,0,6,4,
2,3,1,4,0,6,5,
3,2,5,1,6,0,4,
2,4,5,1,6,0,3,
3,5,4,1,6,0,2,
5,3,4,1,6,0,2,
4,3,5,2,6,0,1,
3,4,1,5,0,2,6,
4,2,1,5,0,3,6,
1,3,2,5,0,4,6,
3,1,2,5,0,4,6,
2,3,1,4,0,5,6,
3,2,5,1,6,4,0,
2,4,5,1,6,3,0,
3,5,4,1,6,2,0,
5,3,4,1,6,2,0,
4,3,5,2,6,1,0,
end
